Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M00312,83.19,3.56,68.52,2578,3.22,430.71,5891,79.34,3,99,No,Normal
M00313,79.9,3.48,87.18,2461,7.89,415.53,2533,67.73,2,68,Yes,Normal
M00314,79.76,5.96,83.38,3511,8.67,443.52,4378,56.33,2,138,No,Normal
M00315,85.67,3.32,93.32,2986,6.61,385.24,4274,77.14,4,165,Yes,Normal
M00316,70.25,6.15,67.8,2108,6.59,459.01,5988,41.63,4,126,No,Normal
M00317,78.18,6.7,80.45,2173,7.72,421.49,7612,72.11,4,89,No,Fault
M00318,66.28,1.5,101.73,4018,10.27,433.44,11532,100,3,157,No,Fault
M00319,73.89,6.54,68.3,3504,11.39,394.33,8640,88.63,0,63,No,Fault
M00320,68.44,8.21,105.68,3347,8.89,424.44,5204,47.04,4,48,No,Fault
M00321,71.16,4.95,70.06,2808,7.2,387.9,5813,94.69,1,255,No,Normal
M00322,77.14,5.58,96.89,3781,7.67,447.92,6568,70.53,2,80,No,Fault
M00323,60.18,6.37,79.78,2083,8.73,378.89,7581,56.53,7,16,No,Normal
M00324,95.11,4,68.97,3289,9,419.32,4932,69.4,3,232,No,Normal
M00325,57.93,4.83,78.04,2512,9.5,404.12,4142,88.11,5,148,Yes,Normal
M00326,55.43,2.13,92.63,2638,7.49,371.25,9240,58.59,2,96,Yes,Normal
M00327,83.9,4.75,84.9,3272,9.72,388.81,11814,40.84,3,71,No,Normal
M00328,79.5,5.4,100.66,2707,9.54,427.59,12000,52.46,1,35,No,Fault
M00329,77.49,5.43,105.1,2517,7.59,389.9,6613,69.52,3,111,No,Normal
M00330,77.54,6.42,68.44,2478,4.55,396.26,7201,50.93,1,67,Yes,Normal
M00331,69.85,3.11,67.41,1509,6.46,425.45,6010,70.97,1,97,Yes,Normal
M00332,59.23,3.54,66.73,3296,12.11,440.62,9129,60.94,0,138,No,Normal
M00333,70.91,7.91,72.41,2146,4.6,433.5,7014,46.74,1,46,Yes,Normal
M00334,61.87,4.23,100.46,4008,11.53,413.7,5949,77.37,4,76,No,Fault
M00335,81.7,4.86,92.85,2613,4.52,421.09,2766,76.66,4,137,No,Normal
M00336,68.24,4.38,77.37,3651,6.72,418.32,1514,73.6,5,151,No,Normal
M00337,60.09,3.02,84.84,1624,7.64,385.98,3028,35.93,2,111,No,Normal
M00338,66.14,7.42,104.66,3275,12.6,422.82,8890,46.7,5,149,No,Fault
M00339,74.96,3.55,111.71,3443,8.56,385.73,4969,79.89,1,148,Yes,Fault
M00340,63.24,2.47,88.63,3647,8.01,432.2,9264,62.97,3,119,Yes,Normal
M00341,60.13,3.69,47.77,1807,6.35,418.78,4817,81.39,4,88,No,Normal
M00342,72.92,0.9,89.16,2343,9.7,354.4,6240,50.92,3,69,Yes,Normal
M00343,72.94,3.33,98.09,3175,7.32,442.42,1484,49.05,1,58,No,Normal
M00344,63.92,2.76,88.14,2896,7.97,400.38,5174,58.56,5,20,No,Normal
M00345,64.35,5.61,95.17,2991,7.68,398.07,3506,67.72,5,17,Yes,Fault
M00346,72.78,3.29,90,2566,10.16,441.77,4207,76.08,4,175,No,Normal
M00347,52.62,6.1,67.71,3808,10.25,410.43,8907,70.73,2,107,No,Normal
M00348,53.11,7.02,72.59,4496,6.45,431.73,2750,76.79,2,119,Yes,Fault
M00349,61.38,5.91,80.5,2868,7.06,396.71,9207,76.91,2,135,No,Fault
M00350,67.44,4.11,99.92,3095,6.83,437.5,4822,56.44,1,110,No,Normal
M00351,73.73,4.75,74.28,2837,8.92,420.52,6198,90.12,7,34,Yes,Fault
M00352,87.7,1.76,91.38,3635,10.59,426.34,2179,57.43,2,48,No,Normal
M00353,80.29,4.26,89.25,3339,8.95,410,1877,50.38,1,77,Yes,Normal
M00354,68.08,2.95,107.21,2107,3.46,460.63,2930,73.35,3,100,No,Normal
M00355,69.77,5.75,84.42,2402,10.25,467.37,3866,63.02,1,40,No,Normal
M00356,57.97,9.13,60.43,2144,5.4,353.3,5449,91.17,1,60,Yes,Fault
M00357,69.78,5.4,94.06,4500,6.85,440.94,3868,62.14,3,115,No,Normal
M00358,66.54,0.92,114.93,3213,8.96,384.77,6840,54.47,2,47,No,Normal
M00359,73.87,3.85,94.97,2413,8.31,429.27,3433,60.03,1,193,Yes,Normal
M00360,60.07,4.72,73.97,2361,10.51,365.23,3222,73,0,55,No,Normal
M00361,76.23,4.66,69.85,3323,7.1,426.29,7911,74.2,4,89,Yes,Normal
M00362,88.39,3.18,71.66,3388,6.28,391.59,5169,49.43,0,25,Yes,Normal
M00363,68.69,4.94,113.05,3319,7.78,402.15,2497,70.77,5,285,No,Normal
M00364,74.82,2.26,80.42,2523,10.75,402.9,9643,59.86,3,105,No,Normal
M00365,78.28,2.8,75.72,2999,9.95,394.43,7495,64.99,3,28,No,Normal
M00366,65.19,5.66,82.78,2872,8.7,395.19,6237,63.58,3,312,No,Normal
M00367,72.69,2.67,80.56,2191,11.55,403.86,5902,74.77,4,130,No,Normal
M00368,70.15,5.47,106.95,2198,11.13,410.69,6058,80.57,1,100,No,Fault
M00369,71.17,2.03,70.8,3068,10.31,424.05,2833,68.66,2,132,No,Normal
M00370,60.72,7.68,101.53,2928,5.79,467.1,8210,94.14,3,105,No,Fault
M00371,70.29,3.11,86.71,3160,10.3,388.49,3098,94.16,1,18,No,Normal
M00372,75.98,4.1,101.9,3314,8.03,418.55,8371,77.25,3,57,Yes,Normal
M00373,87.41,5.1,107.16,3775,7.59,436.63,10189,83.92,4,103,No,Fault
M00374,81.51,3.48,86.19,2296,6.93,395.15,7157,48.98,5,70,No,Normal
M00375,95.84,4.76,80.59,3210,8.11,351.8,4477,67.28,2,103,Yes,Normal
M00376,60.79,5.54,85.93,3287,7.06,361.54,12000,43.79,6,158,No,Normal
M00377,80.47,6.23,83.67,2597,8.89,352.83,3555,67.75,3,131,No,Normal
M00378,72.2,5.92,61.8,2879,8.1,458.12,5590,60.39,4,55,No,Normal
M00379,96.28,4.19,106.73,2614,9.01,432.2,6659,67.87,4,63,No,Normal
M00380,60.3,4.24,88.44,4171,9.77,436.17,706,59.29,0,92,No,Normal
M00381,59.92,8.73,68.72,2868,7.82,442.48,5759,65.11,6,57,Yes,Fault
M00382,62.81,6.21,56.05,3093,6.8,398.89,2977,75.99,2,57,Yes,Fault
M00383,44.51,2.84,52.41,2628,3.89,479.49,2721,53.47,1,136,No,Normal
M00384,63.69,4.68,95.79,2488,10.27,424.39,11014,68.96,2,68,No,Fault
M00385,60.89,3.9,76.33,1954,8.68,412.96,4656,75.08,2,90,No,Normal
M00386,71.8,4.26,78.63,3515,8.09,446.08,3570,60.56,7,53,No,Fault
M00387,74.1,2.29,91.83,3299,11.2,433.68,4163,48.09,3,58,Yes,Normal
M00388,92.51,3.76,77.78,2604,5.54,452.38,9522,69.58,1,138,No,Normal
M00389,81.41,7.76,92.65,2215,8.63,454.03,2009,83.44,4,124,No,Normal
M00390,63.08,5.54,86.33,2917,6.28,405.11,6267,76.1,1,173,Yes,Normal
M00391,59.22,0.5,83.82,2476,10.01,420.24,8272,56.42,0,223,Yes,Normal
M00392,75.9,6.69,62.98,2656,3.38,389.54,5814,59.48,4,36,Yes,Normal
M00393,54.16,6.46,73.52,1979,10.35,369.41,3807,58.46,5,100,Yes,Normal
M00394,91.98,3.85,93.44,2941,10.25,438.43,6608,43.17,5,77,No,Normal
M00395,84.15,5.79,75.45,2954,6.38,441.8,2839,100,3,135,Yes,Normal
M00396,64.37,2.95,101.88,3512,8.65,359.5,6168,71.9,1,110,No,Fault
M00397,49.44,3.65,117.85,2702,6.43,394.92,3334,83.92,4,172,No,Normal
M00398,86.25,7.2,94.19,2583,9.48,416.57,4045,66.08,3,174,No,Fault
M00399,68.63,4.01,105.9,1788,10.39,419.24,3833,43.91,4,103,No,Normal
M00400,84.85,1.13,95.09,3516,6.19,472.26,3889,80.18,3,58,No,Normal
M00401,50.87,4.39,77.52,3380,5.52,397.45,7537,95.59,1,53,No,Normal
M00402,62.81,4.36,87.8,2819,11.02,410.2,4902,50.11,3,39,No,Normal
M00403,70.06,6.66,113.19,1936,12.96,433.2,3163,39.84,5,78,Yes,Normal
M00404,70.56,4.53,77.67,2011,9.64,405.19,2953,72.3,4,136,Yes,Normal
M00405,64.6,3.74,70.45,2444,9.81,400.86,11236,100,3,110,Yes,Fault
M00406,77.47,6.38,69.12,3427,7.74,398.56,5401,69.6,1,74,No,Fault
M00407,57.19,4.72,81.95,2989,8.91,421.52,2723,54,1,46,No,Fault
M00408,68.29,3.15,70.95,1829,9.31,410.08,6501,91.96,5,98,No,Normal
M00409,71.44,6.58,108.44,3063,8.08,434.11,7151,64.56,3,153,Yes,Fault
M00410,76.17,4.85,88.03,2255,11.6,425.01,3955,58.76,1,4,No,Normal
M00411,78.54,4.51,98.6,2461,8.91,333.37,2857,78.26,8,361,No,Normal
M00412,56.5,4.82,80.82,3432,9.2,365.96,4684,85.49,2,58,No,Normal
M00413,51.59,2.57,69.04,3298,8.13,400.98,2739,39.53,3,69,Yes,Normal
M00414,85.33,3.55,66.67,3511,8.36,442.44,4017,76.8,2,109,No,Normal
M00415,73.99,4.51,72.29,2785,11.3,396.75,6765,48.56,0,48,No,Normal
M00416,61.02,4.15,89.87,3374,8.84,425.49,4741,50.22,1,33,No,Normal
M00417,88.61,6.79,92.28,2419,8.89,431.76,6078,81.66,4,221,No,Fault
M00418,71.39,4.89,93.44,2633,8.92,430.13,9146,64.35,1,75,No,Fault
M00419,84.15,6.04,64.16,2588,7.66,399.67,9015,52.95,2,72,No,Normal
M00420,70.81,4.52,84.99,2816,5.26,382.85,3324,84.6,4,55,No,Normal
M00421,94.73,6.4,70.64,1964,12.12,378.26,11704,78.52,2,52,No,Fault
M00422,91.06,5.22,90.62,2654,10.96,480,4982,68.77,7,131,No,Normal
M00423,67.01,4.52,91.71,3744,11.37,427.75,4600,58.3,3,147,No,Normal
M00424,81.66,4.48,68.59,2090,6.03,466.54,6726,58.39,3,205,Yes,Normal
M00425,77.74,2.78,98.55,1936,11.82,391.67,5223,40.22,2,131,Yes,Normal
M00426,86.42,5.41,117.74,1988,13.02,449.95,6914,98.88,2,30,Yes,Fault
M00427,58.42,4.43,96.69,4500,10.9,401.65,6318,71.77,6,122,No,Fault
M00428,78.23,3.6,82.72,3102,12.29,414.19,4774,49.09,1,47,Yes,Normal
M00429,82.7,6.49,80.57,2624,10.34,406.98,6468,100,1,34,No,Fault
M00430,48.9,2.25,82.07,2844,6.55,390.38,6463,63.85,1,36,No,Normal
M00431,55.8,3.74,74.35,2948,9.67,390.8,12000,80.56,2,354,Yes,Fault
M00432,45.53,6.35,88.53,2384,6.15,413.9,7060,57.76,2,60,No,Normal
M00433,66.77,5.07,69.06,2464,7.13,398.56,1527,65.97,5,261,No,Normal
M00434,78.61,4.41,58.54,2698,9.23,418.55,4321,66.25,1,194,Yes,Fault
M00435,88.03,4.95,88.07,2329,8.92,391.54,7530,76.74,5,85,No,Fault
M00436,70.89,4.82,85.3,2542,9.57,434.81,3667,88.33,1,73,Yes,Fault
M00437,89.54,1.77,77,3030,4.38,402.12,4759,61.09,1,109,No,Normal
M00438,53.44,3.87,67.04,2152,8.15,460.83,6526,65.74,2,96,Yes,Normal
M00439,49.56,7.41,89.06,4496,9.76,413.58,7774,94.23,4,133,Yes,Fault
M00440,69.33,3.31,71.14,3290,10.22,412.14,12000,76.68,1,93,No,Fault
M00441,74.61,3.93,83.05,1974,10.37,459.9,10051,67.03,3,119,No,Normal
M00442,69.61,3.53,109.71,1189,9.08,401.13,5226,86.88,1,81,No,Normal
M00443,45.19,4.34,94.12,2353,7.63,403.61,2852,63.22,2,132,No,Normal
M00444,68.93,3.45,65.83,3245,9.65,395.37,11129,59.66,2,210,Yes,Fault
M00445,54.35,5.38,67.15,3119,7.81,420.72,8423,73.23,2,70,Yes,Normal
M00446,78.04,4.86,87.13,2728,10.57,394.41,5024,69.73,2,112,Yes,Normal
M00447,74.4,5.89,65.75,2409,9.48,436.75,4937,60.28,5,123,Yes,Normal
M00448,58.72,2.61,56.98,2212,8.36,413.7,2327,73.92,3,110,No,Normal
M00449,63.83,3.89,92.45,2538,6.73,438.49,4266,39.6,5,154,No,Normal
M00450,57.29,4.09,89.49,2142,11.07,435.33,3079,58.49,5,88,Yes,Normal
M00451,69.25,5.32,91.31,2541,9.79,400.65,8061,43.22,2,39,No,Fault
M00452,81.46,3.07,88.68,3665,13.34,394.36,9834,46.97,4,116,No,Fault
M00453,58.17,6.15,84.09,2299,9.71,405.81,6403,38.26,3,101,No,Fault
M00454,76.05,6.64,75.73,3197,9.9,415.25,6373,65.43,3,45,No,Fault
M00455,63.64,2.72,92.23,3296,5.13,424.35,4134,57.83,6,53,Yes,Normal
M00456,60.49,3.62,106.42,2098,9.21,427.46,3454,74.6,5,124,No,Normal
M00457,68.72,3.54,77.98,2252,7.77,414.11,9812,75.73,3,207,No,Normal
M00458,57.58,9.24,70.71,3495,10.4,395.93,5034,91.01,8,64,No,Fault
M00459,63.36,3.73,69.11,2198,9.27,398.57,8602,54.67,2,128,No,Normal
M00460,55.63,7.52,72.87,2763,10.77,429.51,10797,71.81,0,130,No,Fault
M00461,93.58,2.22,87.84,4126,13.4,396.79,6812,63.01,5,115,No,Fault
M00462,70.42,2.72,55.05,3437,6.66,430.69,3419,74.72,5,147,Yes,Normal
M00463,61.6,3.26,91.15,2855,10.68,431.6,2554,72.5,3,71,Yes,Normal
M00464,72.57,2.98,94.01,3346,10.07,457.95,2574,62.12,0,194,No,Normal
M00465,68.65,4.02,59.83,2764,13.05,401.54,4537,66.77,5,148,No,Normal
M00466,67.35,3.22,71.29,3462,10.12,405.9,5345,42.57,5,70,Yes,Normal
M00467,77.37,3.03,86.12,1470,9.88,350.24,3830,77.3,0,152,Yes,Normal
M00468,79.09,6.59,82.99,2709,10.46,388.59,3125,33.31,4,92,Yes,Normal
M00469,63.63,6.7,92.27,1444,10.62,388.23,9647,76.34,2,81,Yes,Fault
M00470,63.09,6.21,83.02,2905,11.85,429.16,6119,42.77,2,80,Yes,Normal
M00471,66.7,5.44,102.71,2646,6.62,465.61,5777,80.88,2,79,No,Fault
M00472,42.38,4.67,80.5,3684,7.6,431.26,3187,75.98,1,208,Yes,Normal
M00473,51.82,3.61,71.24,3263,12.49,442.74,5047,56.89,5,42,Yes,Normal
M00474,86.4,2.78,70.11,2458,3.99,395.08,8392,33.05,3,269,No,Normal
M00475,89.74,5.15,95.3,2536,8.31,381.46,12000,75.43,1,97,Yes,Fault
M00476,67.01,2.39,85.41,3047,8.84,408.22,4454,42.18,2,160,No,Normal
M00477,76.92,2.71,93.87,2428,8.09,397.53,6223,83.52,1,59,No,Normal
M00478,73.74,6.58,93.58,2779,12.14,390.89,7565,43.55,1,120,No,Fault
M00479,106.95,7.92,56.72,3656,9.59,421.11,7131,41.48,5,240,Yes,Fault
M00480,83.43,5.21,69.04,2261,7.61,381.79,5871,62.21,1,134,Yes,Normal
M00481,68.46,6.49,70.71,2509,7.04,438.14,12000,41.19,2,54,Yes,Fault
M00482,58.53,4.06,73.58,2600,9.15,403.82,7567,63.67,2,70,Yes,Normal
M00483,50.72,2.09,79.12,4500,11.18,413.73,3831,36.05,1,145,No,Normal
M00484,72.44,5.6,98.99,3195,8.82,417.79,10597,72.09,2,101,No,Fault
M00485,60.92,5.52,101.78,3536,8.19,401.93,8436,52.87,3,313,No,Fault
M00486,52.93,4.63,80.9,3299,6.9,450.44,8180,100,6,94,No,Normal
M00487,62.24,4.06,81.48,3343,9.36,370.04,6369,70.21,4,104,No,Normal
M00488,57.02,6.23,75.12,3108,9.23,450.93,4336,72.54,2,31,No,Normal
M00489,90.25,2.73,86.25,3037,6.83,405.28,2601,68.95,3,132,No,Normal
M00490,80.58,3.11,87.84,1857,10.86,440.78,3460,35.61,2,58,No,Normal
M00491,69.9,2.69,96.29,3033,12.42,420.63,8252,71.78,4,96,Yes,Fault
M00492,87.76,4.65,96.18,2730,8.61,438.81,5499,27.93,3,32,No,Normal
M00493,70.93,2.54,52.77,3155,9.19,411.68,9295,100,0,115,No,Fault
M00494,59.66,3.27,82.86,2754,5.96,421.68,6004,33.65,2,60,Yes,Normal
M00495,88.28,3.23,104.38,3296,10.2,445.74,4729,42.72,3,219,No,Normal
M00496,76.47,4.03,78.87,3411,9.57,417.68,7572,78.77,4,58,Yes,Normal
M00497,57.55,1.82,100.95,1000,7.75,452.24,10866,81.91,4,118,No,Normal
M00498,67.72,4.66,80.71,2518,6.79,424.86,5107,92.18,3,245,No,Normal
M00499,59.49,6.75,87.45,1593,12.75,394.48,6623,91.99,3,133,No,Normal
M00500,53.41,4.74,69.08,2955,9.38,405.07,6943,50.17,3,141,No,Normal
M00501,81.11,7.27,69.61,2605,6.39,439.87,6981,31.55,2,84,No,Normal
M00502,92.91,6.9,95.16,3681,10.47,380.29,3907,72.65,5,60,No,Fault
M00503,53.22,5.9,97.35,2935,9.03,437.2,4961,47.57,5,185,No,Normal
M00504,76.76,4.63,85.37,2484,8.64,404.76,11210,58.47,2,39,No,Normal
M00505,62.19,4.54,67.81,3410,10.75,378.89,4358,66.24,4,49,No,Normal
M00506,64.15,5.87,85.61,2593,2.49,420.8,3933,92.38,4,60,Yes,Normal
M00507,62.89,3.79,102.6,2476,4.34,395.39,7670,78.06,2,170,No,Normal
M00508,59.63,1.11,109.4,3056,11.67,398.99,6302,59.08,4,128,Yes,Normal
M00509,70.58,5.39,80.57,3848,8.2,397.48,6110,50.95,3,84,Yes,Fault
M00510,60.03,2.46,61.76,3355,7.52,418.22,1586,46.15,3,192,Yes,Normal
M00511,73.25,2.77,96.77,3169,5.42,404.08,1465,100,2,92,No,Normal
M00512,69.4,4.5,81.14,4500,8.95,425.95,6059,61.21,6,95,No,Normal
M00513,67.13,4.33,98.2,2324,9.23,443.35,6181,76.87,5,26,No,Normal
M00514,59.11,1.96,88.94,2309,11.81,430.17,3952,88.24,4,62,No,Normal
M00515,63.08,4.8,72.63,2895,9.36,465.55,6591,69.98,2,25,No,Fault
M00516,79.06,6.24,85.82,3785,7.8,472.44,7128,84.3,6,203,No,Fault
M00517,76.01,2.47,103.32,2188,9.43,406.87,5813,60.93,3,64,Yes,Normal
M00518,58.27,6.79,82.91,3940,11.05,382.73,10654,88.6,2,135,No,Fault
M00519,71.19,1.69,70.51,1865,10.55,406.9,2894,89.67,2,201,No,Normal
M00520,79.02,8.31,62.76,2721,9.93,418.31,3508,51.03,3,320,No,Normal
M00521,49.97,3.76,74.19,2913,9.13,477.32,3808,65.01,1,140,Yes,Normal
M00522,76.52,4.76,79.26,2226,7.16,404.51,2494,77.09,3,28,No,Normal
M00523,62.05,1.09,96.48,2396,6.12,422.78,8210,74.61,3,28,No,Normal
M00524,76.85,4.39,69.31,3318,5.76,395.93,4209,68.21,0,67,Yes,Normal
M00525,60.84,4.91,106.75,3737,9.41,405.29,1872,82.03,3,92,Yes,Fault
M00526,48.34,4.34,66.28,1426,9.65,381,3425,95.58,1,29,No,Normal
M00527,50.47,3.49,117.64,2917,11.02,374.04,2487,36.19,3,3,No,Normal
M00528,70.58,2.8,109.16,2726,9.79,453.11,2470,53.19,2,76,Yes,Normal
M00529,73.12,6.53,86.98,2870,10.92,444.85,6250,39.92,1,78,Yes,Normal
M00530,59.15,4.56,61.93,2594,8.2,404.65,9054,91.31,3,132,Yes,Fault
M00531,77.66,7.27,84.22,1961,10.27,444.77,3064,70.81,2,48,No,Fault
M00532,50.06,3.55,79.58,3802,6.2,378.41,7286,63.68,3,47,No,Normal
M00533,69.21,3.72,67.16,3554,8.36,410.15,8916,63,2,140,No,Fault
M00534,55.47,5.97,89.07,2732,4.29,419.88,2844,44.52,2,102,No,Normal
M00535,62.18,1.58,73.47,2483,8.57,450.45,8030,75.62,2,67,No,Normal
M00536,70.57,2.32,74.99,2404,11.32,420.53,6056,94.67,2,141,No,Normal
M00537,59.68,6.48,82.15,1119,8.66,430.25,6107,81.32,0,119,No,Normal
M00538,65.39,2.39,76.95,3030,10.16,401.84,6890,55.78,1,85,No,Normal
M00539,82.08,1.23,114.09,3307,9.13,422.39,7795,49.44,2,94,No,Normal
M00540,63.08,7.86,77.5,2890,7.19,450.4,9373,77.92,3,91,No,Fault
M00541,80.03,1.99,91.17,2744,8.07,369.74,8486,50.5,4,186,Yes,Normal
M00542,56.44,4.83,87.04,2887,11.21,446.81,11072,59.41,1,104,Yes,Fault
M00543,76.36,4.62,89.94,2245,10.15,409.12,3810,50.57,5,14,No,Normal
M00544,87.3,0.5,91.01,2475,7.08,375.63,2377,72.48,4,143,Yes,Normal
M00545,40.34,4.02,97.34,2692,5.31,407.52,8613,42.43,4,156,No,Normal
M00546,60.44,5.31,88.73,3253,8.98,451.12,3031,100,3,299,Yes,Fault
M00547,76.92,5.14,88.15,3696,7.16,401.49,5910,52.48,4,110,No,Normal
M00548,67.56,6.13,85.82,2651,8.09,423.38,7492,43.52,2,154,No,Normal
M00549,74.45,3.8,83.06,2121,5.15,369.83,12000,100,5,149,No,Normal
M00550,62.75,5.78,72.23,2823,10.89,363.88,5506,54.11,1,107,No,Normal
M00551,71.04,3.26,84.15,4107,8.28,384.85,3001,70.21,2,136,No,Normal
M00552,68.13,1.96,88.38,2177,8.63,443.36,4586,95.06,2,138,No,Normal
M00553,84.01,2.16,90.63,3376,6.58,413.58,6305,53.11,5,85,No,Normal
M00554,73.05,1.87,87.52,3668,7.86,445.79,5246,43.92,4,73,Yes,Normal
M00555,74.05,6.32,81.74,2566,8.78,447.43,5777,54.9,2,142,Yes,Fault
M00556,65.06,1.77,84.2,2345,7.09,393.77,5014,50.88,5,52,Yes,Normal
M00557,64.15,4.99,77.25,3174,8,458.88,3211,100,4,51,Yes,Fault
M00558,64.81,4.02,89.39,3030,11.69,399.76,2280,78.42,2,109,Yes,Fault
M00559,74.73,4.32,81.9,3252,4.47,443.01,6045,68.76,2,125,No,Normal
M00560,64.95,6.95,87.53,4148,8.92,441.87,5264,74.27,2,47,No,Fault
M00561,73.48,3.71,99.01,2909,6.69,416.82,11102,49.16,4,69,No,Normal
M00562,94.9,5.6,75.07,2025,11.57,416.87,6938,69.37,4,58,No,Normal
M00563,80.45,4.57,93.35,2843,8.08,423.97,6436,63.62,3,104,Yes,Normal
M00564,66.09,4.23,85.46,2957,6.09,418.23,6907,77.87,1,108,Yes,Normal
M00565,84.41,8.64,113.3,3624,8,404.08,9021,58.26,4,78,No,Fault
M00566,65.1,1.91,81.97,2672,9.3,401.67,3161,56.19,2,50,No,Normal
M00567,45.54,6.82,94.73,2534,14.88,404.3,5882,40.51,1,50,No,Fault
M00568,57.9,5.68,85.21,1909,3.65,449.11,5496,100,0,143,No,Fault
M00569,47.55,3.64,65.56,3156,5.74,370.53,5088,74.26,4,33,Yes,Normal
M00570,65.78,7.43,77.71,4500,11.5,401.09,3163,53.13,0,76,No,Fault
M00571,70.22,1.17,97.33,2655,5.03,405.87,5620,59.3,4,57,No,Normal
M00572,90.12,3.56,78.94,3094,8.52,408.61,6923,52.28,7,70,No,Normal
M00573,73.92,2.32,53.92,2444,7.39,423.31,4720,100,3,17,No,Normal
M00574,67.37,5.24,84.56,1967,7.03,377.25,4675,69.03,0,115,No,Normal
M00575,79.95,2.5,69.71,3082,8.1,443.71,9583,55.62,3,149,Yes,Normal
M00576,43.47,5.28,86.85,2818,7.73,439.83,12000,88.63,4,62,No,Fault
M00577,72.83,4.16,106.72,1249,10.93,433.88,3926,15,1,105,No,Normal
M00578,79.25,3.64,95.77,3847,11.56,409.19,10959,66.79,5,36,No,Fault
M00579,52.26,5.2,106.51,3070,9.48,394.33,4028,50.45,3,72,No,Normal
M00580,83.73,4.02,77.14,2848,7.96,405.89,7088,57.45,5,98,Yes,Normal
M00581,74.06,2.54,83,2526,9.09,416.7,2294,75.04,8,91,Yes,Normal
M00582,65.02,9.54,70.38,3063,10.35,433.65,4731,47.53,3,112,No,Fault
M00583,77.59,3.62,75.42,3093,10.8,412.72,1552,75.85,3,205,Yes,Fault
M00584,97.25,0.51,72.02,3061,9.35,425.09,9501,49.74,0,31,No,Normal
M00585,72.18,2.98,66.71,3494,12.01,402.85,10645,42.62,3,136,Yes,Fault
M00586,72.98,2.22,104.12,3642,7.08,423.02,3920,54.41,4,75,No,Normal
M00587,64.49,5.99,55.71,4104,11.12,408.02,8012,81.07,1,32,No,Fault
M00588,59.8,5.08,104.18,2256,10.12,422.5,11937,78.93,3,44,No,Fault
M00589,79.96,5.22,102.44,2427,7.1,365.53,7896,61.02,4,120,No,Normal
M00590,59.73,3.83,92,3035,9.04,428.64,3711,68.78,2,163,No,Normal
M00591,70.86,4,69.4,2294,9.19,430.12,3284,98.53,2,35,No,Normal
M00592,64.27,3.83,62.85,2398,8.17,429.81,5214,86.55,3,42,No,Normal
M00593,75.75,4.35,77.32,3109,8.15,387.35,4043,56.3,3,49,No,Normal
M00594,74,6,93.75,3386,4.99,395.12,11256,33.94,1,38,No,Normal
M00595,82.45,5.1,85.04,3629,6.91,390.68,8491,80.57,2,93,Yes,Fault
M00596,63.88,5.4,70.39,2675,7.95,424.24,8592,60.04,8,86,No,Normal
M00597,66.76,5.4,101.07,3101,7.18,433.43,2837,33.5,6,86,No,Normal
M00598,58.25,6.09,108.58,2958,6.53,395.5,4604,70.68,3,117,No,Normal
M00599,64.67,5.02,81.83,2811,10.94,451.84,4250,76.39,3,175,No,Fault
M00600,74.53,5.15,86.53,2270,8.26,451.47,5299,50.22,3,105,No,Normal
M00601,79.08,6.64,63.88,2187,13.48,418.86,8083,96.2,1,70,No,Fault
M00602,58.93,3.3,79.2,3233,9.01,425.38,2298,66.82,6,153,No,Normal
M00603,80.44,2.96,92.15,2259,10.89,367.97,6142,74.05,5,87,No,Normal
M00604,86.27,2.37,89.97,1645,8.02,400.19,8153,46.51,3,185,No,Normal
M00605,74.96,4.83,77.89,2779,6.98,379.93,4898,68.79,2,87,Yes,Normal
M00606,92.52,1.16,81.16,3746,9.1,389.52,12000,59.1,2,48,No,Normal
M00607,60.71,5.33,78.74,1000,11.48,429.41,5611,100,2,105,Yes,Normal
M00608,55.06,4.3,81.1,2613,8.3,436.17,9925,58.17,2,56,No,Normal
M00609,48.66,6.54,90.93,3239,9.53,437.34,5740,64.18,3,47,Yes,Normal
M00610,87.95,3.29,57.45,1615,9.09,421.77,4831,44.65,2,162,No,Normal
M00611,77.85,4.13,83.96,2661,8.27,429.65,7068,93.9,5,92,No,Fault
M00612,69.33,6.52,89.9,2059,8.39,370.5,6082,58,3,84,No,Fault
M00613,73.36,6.99,77.01,2145,6.2,378.89,8303,41.72,3,77,No,Normal
M00614,56.49,3.28,78.29,2538,8.47,409.14,3616,79.17,6,72,No,Normal
M00615,99.35,4.83,78.69,2070,10,431.73,10298,79.99,0,83,No,Fault
M00616,71.55,5.03,78.29,2016,9.18,402.48,5385,55.37,0,20,No,Normal
M00617,71.31,5.17,85.08,2761,8.92,376.9,4221,44.72,7,113,No,Normal
M00618,78.71,4.03,86.81,4248,10.17,395.63,3936,65.14,3,185,No,Fault
M00619,75.77,6.81,55.59,3293,8.95,388.86,3676,57.64,4,77,No,Normal
M00620,72.69,1.1,94.14,3457,8.53,366.71,749,59.86,2,120,No,Normal
M00621,60.51,3.74,80.94,3318,10.19,477.28,6274,75.48,2,66,No,Fault
M00622,75.66,5.31,112.06,2347,8.81,449.52,4780,78.61,3,115,Yes,Normal
M00623,92.58,5.32,68.32,3002,7.96,359.68,2622,67.79,3,91,No,Normal
M00624,86.15,6.93,72.86,3514,9.58,361.18,2622,45.3,2,81,No,Normal
